OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
3274,1262332,9033445,9033445,2607 EAGLEDALE DR,INDIANAPOLIS,79986,1,-86.76535389075062,35.24199775413121
3275,1124348,4013688,4013688,8534 ATHENS CT,INDIANAPOLIS,140145,1,-86.76535723901782,35.241997723733036
3276,1183829,7016343,7016343,2420 N KITLEY AVE,INDIANAPOLIS,37027,1,-86.76535389075062,35.24199775413121
3277,1125046,4017190,4017190,4137 MOUNT VERNON CT,INDIANAPOLIS,151304,1,-86.76535723901782,35.241997723733036
3278,1328671,5000530,5000530,1411 E PERRY ST,INDIANAPOLIS,329168,1,-86.76535723901782,35.241997723733036
3279,1001404,1011937,1011937,3540 N EUCLID AVE,INDIANAPOLIS,61052,0,-86.76535389075062,35.24199775413121
3280,1178262,7029899,7029899,8401 E 34TH PL,INDIANAPOLIS,52140,1,-86.76535389075062,35.24199775413121
3281,1054997,1030449,1030449,2507 ENGLISH AVE,INDIANAPOLIS,304133,1,-86.76535389075062,35.24199775413121
3282,1002104,1015369,1015369,3502 BROUSE AVE,INDIANAPOLIS,326037,1,-86.76535389075062,35.24199775413121
3283,1311429,4010595,4010595,3902 N SHERIDAN AVE,INDIANAPOLIS,276709,1,-86.76535389075062,35.24199775413121
3284,1020017,1076316,1076316,2346 ADAMS ST,INDIANAPOLIS,220384,1,-86.76535723901782,35.241997723733036
3285,1022684,1055707,1055707,2169 N DEQUINCY ST,INDIANAPOLIS,295335,1,-86.76535389075062,35.24199775413121
3286,1046562,1038182,1038182,253 MILEY AVE,INDIANAPOLIS,136961,1,-86.76535723901782,35.241997723733036
3287,1320033,1002459,1002459,929 N BANCROFT ST,INDIANAPOLIS,208123,0,-86.76535389075062,35.24199775413121
3288,1006120,1034585,1034585,3225 N GLADSTONE AVE,INDIANAPOLIS,128833,0,-86.76535389075062,35.24199775413121
3289,1284101,9021293,9021293,2523 JACKSON ST,INDIANAPOLIS,164352,0,-86.76535389075062,35.24199775413121
3290,1043198,1053750,1053750,425 N EUCLID AVE,INDIANAPOLIS,103336,1,-86.76535389075062,35.24199775413121
3291,1038424,1065674,1065674,864 N GLADSTONE AVE,INDIANAPOLIS,246171,1,-86.76535723901782,35.241997723733036
3292,1032047,1098718,1098718,3319 NOWLAND AVE,INDIANAPOLIS,90817,0,-86.76535385369752,35.24199500723385
3293,1035664,1035771,1035771,1025 N TUXEDO ST,INDIANAPOLIS,97810,1,-86.76535389075062,35.24199775413121
2663,1204672,7016657,7016657,606 GOOD AVE,INDIANAPOLIS,202161,0,-86.76535389075062,35.24199775413121
2664,1163582,6017200,6017200,5416 LOVE LN,INDIANAPOLIS,6413,1,-86.76535723901782,35.241997723733036
2665,1276126,9021135,9021135,926 N LIVINGSTON AVE,INDIANAPOLIS,35982,0,-86.76535389075062,35.24199775413121
2666,1304937,8041526,8041526,6453 KNYGHTON RD,INDIANAPOLIS,296767,0,-86.76535389075062,35.24199775413121
2667,1147339,5019521,5019521,7130 CHANDLER DR,INDIANAPOLIS,293868,0,-86.76535389075062,35.24199775413121
2668,1003213,1054958,1054958,3428 KINNEAR AVE,INDIANAPOLIS,158897,1,-86.76535389075062,35.24199775413121
2669,1007129,1080812,1080812,3148 N KEYSTONE AVE,INDIANAPOLIS,164471,0,-86.76535389075062,35.24199775413121
2670,1287302,9008427,9008427,3906 W HENRY ST,INDIANAPOLIS,150401,1,-86.76535389075062,35.24199775413121
2671,1018419,1013989,1013989,2435 STATION ST,INDIANAPOLIS,256941,1,-86.76535389075062,35.24199775413121
2672,1025398,1052439,1052439,2009 N LASALLE ST,INDIANAPOLIS,161447,1,-86.76535389075062,35.24199775413121
2673,1014028,1052525,1052525,2817 N GALE ST,INDIANAPOLIS,324779,1,-86.76535723901782,35.241997723733036
2674,1004980,1088566,1088566,3366 N DENNY ST,INDIANAPOLIS,245228,0,-86.76535389075062,35.24199775413121
2675,1332212,5013928,5013928,3441 BYRKIT ST,INDIANAPOLIS,59856,1,-86.76535723901782,35.241997723733036
2676,1009806,1091307,1091307,3016 EASTERN AVE,INDIANAPOLIS,33648,0,-86.76535389075062,35.24199775413121
2677,1388138,9058760,9058760,315 S VINE ST,INDIANAPOLIS,10516,0,-86.76535389075062,35.24199775413121
2678,1355761,1040555,1040555,849 E PLEASANT RUN PKWY SDR,INDIANAPOLIS,47877,0,-86.76535389075062,35.24199775413121
2679,1245278,8011660,8011660,4707 GUILFORD AVE,INDIANAPOLIS,1675,1,-86.76535723901782,35.241997723733036
2680,1063002,1013960,1013960,1229 SPRUCE ST,INDIANAPOLIS,40641,1,-86.76535723901782,35.241997723733036
2681,1257303,9034516,9034516,4909 THRUSH DR,INDIANAPOLIS,63252,0,-86.76535389075062,35.24199775413121
2682,1061828,1063985,1063985,1755 W MORRIS ST,INDIANAPOLIS,156946,0,-86.76535389075062,35.24199775413121
2683,1038034,1014980,1014980,917 STILLWELL ST,INDIANAPOLIS,137393,0,-86.76535389075062,35.24199775413121
2684,1198200,7005158,7005158,65 DEVON AVE,INDIANAPOLIS,2822,0,-86.76535389075062,35.24199775413121
2685,1259311,9032278,9032278,4422 PATRICIA ST,INDIANAPOLIS,342562,1,-86.76535389075062,35.24199775413121
2686,1004089,1024992,1024992,3401 N COLLEGE AVE,INDIANAPOLIS,211279,1,-86.76535389075062,35.24199775413121
2687,1306058,8006133,8006133,6172 ESTATE AVE,INDIANAPOLIS,207632,1,-86.76535389075062,35.24199775413121
2688,1286094,9020620,9020620,425 S WARMAN AVE,INDIANAPOLIS,102459,1,-86.7653572019646,35.24199497683567
2689,1274576,9023174,9023174,1035 SHARON AVE,INDIANAPOLIS,83915,1,-86.76535389075062,35.24199775413121
2690,1005459,1018629,1018629,3321 BOULEVARD PL,INDIANAPOLIS,19497,0,-86.76535389075062,35.24199775413121
2691,1006511,1023158,1023158,1062 W 33RD ST,INDIANAPOLIS,18022,0,-86.76535389075062,35.24199775413121
2692,1316046,1003345,1003345,3742 N RURAL ST,INDIANAPOLIS,273892,1,-86.76535389075062,35.24199775413121
2693,1126123,4013877,4013877,4055 ALSACE PL,INDIANAPOLIS,10122,1,-86.76535389075062,35.24199775413121
2694,1271642,9016529,9016529,1406 N WARMAN AVE,INDIANAPOLIS,277315,0,-86.76535389075062,35.24199775413121
2695,1188308,7025096,7025096,1840 LESLEY AVE,INDIANAPOLIS,78566,0,-86.76535389075062,35.24199775413121
2696,1027881,1021024,1021024,1794 ROOSEVELT AVE,INDIANAPOLIS,246990,1,-86.76535723901782,35.241997723733036
2697,1010977,1018851,1018851,317 W 30TH ST,INDIANAPOLIS,339806,1,-86.76535723901782,35.241997723733036
2698,1266921,9013298,9013298,1847 N LUETT AVE,INDIANAPOLIS,220911,1,-86.76535723901782,35.241997723733036
2699,1036614,1100727,1100727,965 N TUXEDO ST,INDIANAPOLIS,261795,1,-86.76535389075062,35.24199775413121
2700,1059620,1006052,1006052,1823 WOODLAWN AVE,INDIANAPOLIS,59434,1,-86.76535389075062,35.24199775413121
2701,1039808,1065164,1065164,809 N TUXEDO ST,INDIANAPOLIS,40780,0,-86.76535389075062,35.24199775413121
2702,1289568,9009155,9009155,740 S WORTH AVE,INDIANAPOLIS,94525,0,-86.76535389075062,35.24199775413121
2703,1199618,7003198,7003198,8011 E WASHINGTON ST,INDIANAPOLIS,306666,0,-86.76535389075062,35.24199775413121
2704,1177264,7025297,7025297,3530 BISCAYNE RD,INDIANAPOLIS,171929,1,-86.76535389075062,35.24199775413121
2705,1039212,1049451,1049451,821 N PARKER AVE,INDIANAPOLIS,40808,1,-86.76535389075062,35.24199775413121
2706,1129717,5004583,5004583,3319 ST PAUL ST,INDIANAPOLIS,157692,1,-86.76535389075062,35.24199775413121
2707,1014122,1047539,1047539,2817 N GALE ST,INDIANAPOLIS,112093,1,-86.76535723901782,35.241997723733036
2708,1002051,1027605,1027605,3515 N OXFORD ST,INDIANAPOLIS,73476,1,-86.76535389075062,35.24199775413121
2709,1177662,7027559,7027559,3509 N WITTFIELD ST,INDIANAPOLIS,44696,0,-86.76535389075062,35.24199775413121
2710,1014451,1088519,1088519,442 W 28TH ST,INDIANAPOLIS,166875,1,-86.76535723901782,35.241997723733036
2711,1078307,2003102,2003102,3720 S LYNHURST DR,INDIANAPOLIS,113078,0,-86.76535389075062,35.24199775413121
2712,1066510,1000696,1000696,4040 E MINNESOTA ST,INDIANAPOLIS,67658,1,-86.76535389075062,35.24199775413121
2713,1289224,9013325,9013325,721 S WHITCOMB AVE,INDIANAPOLIS,186717,0,-86.76535389075062,35.24199775413121
3294,1040468,1013067,1013067,581 LYNN ST,INDIANAPOLIS,125686,1,-86.76535389075062,35.24199775413121
3295,1029874,1090292,1090292,4424 E 16TH ST,INDIANAPOLIS,341629,0,-86.76535389075062,35.24199775413121
3296,1325771,1001368,1001368,336 E TROY AVE,INDIANAPOLIS,153592,0,-86.76535389075062,35.24199775413121
3297,1047614,1019826,1019826,24 N DENNY ST,INDIANAPOLIS,222208,0,-86.76535389075062,35.24199775413121
3298,1068492,1007109,1007109,411 IOWA ST,INDIANAPOLIS,251175,1,-86.76535389075062,35.24199775413121
3299,1268935,9020163,9020163,1717 WINFIELD AVE,INDIANAPOLIS,120029,0,-86.76535389075062,35.24199775413121
3300,1289002,9011682,9011682,705 S WHITCOMB AVE,INDIANAPOLIS,196123,1,-86.76535723901782,35.241997723733036
3301,1000977,1075127,1075127,3616 N ILLINOIS ST,INDIANAPOLIS,98742,0,-86.76535389075062,35.24199775413121
3302,1046139,1043166,1043166,114 N BRADLEY AVE,INDIANAPOLIS,79042,1,-86.76535389075062,35.24199775413121
3303,1000712,1070209,1070209,2316 E 36TH ST,INDIANAPOLIS,107566,1,-86.76535389075062,35.24199775413121
3304,1007026,1009879,1009879,1247 W 33RD ST,INDIANAPOLIS,296470,0,-86.76535389075062,35.24199775413121
3305,1001938,1016477,1016477,3524 N RURAL ST,INDIANAPOLIS,13474,0,-86.76535389075062,35.24199775413121
3306,1266559,9027559,9027559,1942 N MORELAND AVE,INDIANAPOLIS,23409,0,-86.76535389075062,35.24199775413121
3307,1244295,8019675,8019675,4825 N PARK AVE,INDIANAPOLIS,291962,0,-86.76535389075062,35.24199775413121
3308,1024574,1086186,1086186,2037 N DREXEL AVE,INDIANAPOLIS,261665,0,-86.76535389075062,35.24199775413121
3309,1014226,1083815,1083815,2812 N LASALLE ST,INDIANAPOLIS,340437,0,-86.76535389075062,35.24199775413121
3310,1028145,1088474,1088474,4732 E 18TH ST,INDIANAPOLIS,312621,1,-86.76535723901782,35.241997723733036
3311,1016036,1047510,1047510,2701 STATION ST,INDIANAPOLIS,75782,0,-86.76535389075062,35.24199775413121
3312,1008982,1020893,1020893,1423 CONGRESS AVE,INDIANAPOLIS,175819,1,-86.76535389075062,35.24199775413121
3313,1251867,8016355,8016355,610 W 40TH ST,INDIANAPOLIS,216039,1,-86.76535723901782,35.241997723733036
3314,1130470,5007006,5007006,1312 W SUMNER AVE,INDIANAPOLIS,288596,0,-86.76535389075062,35.24199775413121
3315,1014479,1083816,1083816,2802 N LASALLE ST,INDIANAPOLIS,259922,0,-86.76535389075062,35.24199775413121
3316,1003020,1031657,1031657,3461 GRACELAND AVE,INDIANAPOLIS,197126,0,-86.76535389075062,35.24199775413121
3317,1041079,1016830,1016830,564 JEFFERSON AVE,INDIANAPOLIS,329413,1,-86.76535389075062,35.24199775413121
3318,1123499,4012596,4012596,4419 KENYON AVE,INDIANAPOLIS,37556,0,-86.76535389075062,35.24199775413121
3319,1025852,1066684,1066684,1961 BELLEFONTAINE ST,INDIANAPOLIS,194495,0,-86.76535389075062,35.24199775413121
3320,1264199,9029768,9029768,2270 N CENTENNIAL ST,INDIANAPOLIS,204299,0,-86.76535389075062,35.24199775413121
3321,1043873,1069217,1069217,421 N GRAY ST,INDIANAPOLIS,9067,1,-86.76535389075062,35.24199775413121
3322,1185191,7000232,7000232,2239 N ELIZABETH ST,INDIANAPOLIS,294122,0,-86.76535389075062,35.24199775413121
3323,1003932,1009549,1009549,640 E 34TH ST,INDIANAPOLIS,244470,0,-86.76535389075062,35.24199775413121
3324,1183768,7015550,7015550,6161 RALEIGH DR,INDIANAPOLIS,186319,1,-86.76535389075062,35.24199775413121
3325,1016049,1016636,1016636,2628 INDIANAPOLIS AVE,INDIANAPOLIS,141560,1,-86.76535389075062,35.24199775413121
3326,1057033,1037042,1037042,649 BIRCH AVE,INDIANAPOLIS,218322,0,-86.76535389075062,35.24199775413121
3327,1026035,1073352,1073352,1941 KILDARE AVE,INDIANAPOLIS,49148,1,-86.76535389075062,35.24199775413121
3328,1030300,1005770,1005770,2317 COYNER AVE,INDIANAPOLIS,279483,1,-86.76535389075062,35.24199775413121
3329,1072123,1050343,1050343,1744 E KELLY ST,INDIANAPOLIS,192594,0,-86.76535389075062,35.24199775413121
3330,1050647,1049356,1049356,4006 BROOKVILLE RD,INDIANAPOLIS,73235,0,-86.76535389075062,35.24199775413121
3331,1263191,9029889,9029889,2442 N CENTENNIAL ST,INDIANAPOLIS,183215,1,-86.76535389075062,35.24199775413121
3332,1009221,1027228,1027228,3041 N OLNEY ST,INDIANAPOLIS,83363,1,-86.7653572019646,35.24199497683567
3333,1000035,1085479,1085479,3646 N LINWOOD AVE,INDIANAPOLIS,107418,1,-86.76535389075062,35.24199775413121
3334,1170479,6026545,6026545,5102 PIKE CREEK LN,INDIANAPOLIS,48753,1,-86.76535723901782,35.241997723733036
3335,1000305,1061292,1061292,3649 N KENWOOD AVE,INDIANAPOLIS,203453,0,-86.76535389075062,35.24199775413121
3336,1028446,1060999,1060999,1713 ALVORD ST,INDIANAPOLIS,261936,1,-86.76535723901782,35.241997723733036
3337,1279780,9017093,9017093,431 KETCHAM ST,INDIANAPOLIS,117346,0,-86.76535389075062,35.24199775413121
3338,1060742,1089975,1089975,3331 PROSPECT ST,INDIANAPOLIS,226760,0,-86.76535389075062,35.24199775413121
3339,1071494,1070476,1070476,2166 S EAST ST,INDIANAPOLIS,18430,0,-86.76535389075062,35.24199775413121
3340,1016684,1035058,1035058,837 ROACHE ST,INDIANAPOLIS,50549,0,-86.76535389075062,35.24199775413121
3341,1003420,1056103,1056103,3409 N GRANT AVE,INDIANAPOLIS,203579,0,-86.76535389075062,35.24199775413121
3342,1012764,1092813,1092813,2862 N DENNY ST,INDIANAPOLIS,190412,0,-86.76535389075062,35.24199775413121
3343,1069455,1028779,1028779,1906 UNION ST,INDIANAPOLIS,273759,1,-86.76535389075062,35.24199775413121
4047,1012004,1046714,1046714,1225 EUGENE ST,INDIANAPOLIS,259224,0,-86.76535389075062,35.24199775413121
4048,1192777,7038042,7038042,1219 WINDING HART DR,INDIANAPOLIS,336025,1,-86.76535723901782,35.241997723733036
4049,1023561,1047484,1047484,2111 COLUMBIA AVE,INDIANAPOLIS,136888,1,-86.76535723901782,35.241997723733036
4050,1127631,5020532,5020532,1230 MARTIN ST,INDIANAPOLIS,245565,0,-86.76535389075062,35.24199775413121
4051,1121889,4004120,4004120,4635 NORMAL AVE,LAWRENCE,131947,1,-86.7653572019646,35.24199497683567
4052,1035134,1043542,1043542,2408 E 11TH ST,INDIANAPOLIS,220149,0,-86.76535389075062,35.24199775413121
4053,1017160,1021599,1021599,1266 W 26TH ST,INDIANAPOLIS,108906,1,-86.76535723901782,35.241997723733036
4054,1019024,1044822,1044822,2436 HIGHLAND PL,INDIANAPOLIS,324180,0,-86.76535389075062,35.24199775413121
4055,1272036,9023083,9023083,1244 N BELLEVIEW PL,INDIANAPOLIS,318024,0,-86.76535389075062,35.24199775413121
4056,1130864,5001989,5001989,1123 EDGECOMBE AVE,INDIANAPOLIS,117419,1,-86.76535389075062,35.24199775413121
4057,1124351,4013685,4013685,8516 ATHENS CT,INDIANAPOLIS,163367,1,-86.76535723901782,35.241997723733036
4058,1322589,1004005,1004005,1325 HIATT ST,INDIANAPOLIS,65069,0,-86.76535389075062,35.24199775413121
4059,1064688,1084058,1084058,1425 S OXFORD ST,INDIANAPOLIS,305330,0,-86.76535389075062,35.24199775413121
4060,1066425,1078353,1078353,1601 S MERIDIAN ST,INDIANAPOLIS,4557,1,-86.76535723901782,35.241997723733036
4061,1068877,1082971,1082971,1831 NEW ST,INDIANAPOLIS,284489,1,-86.76535389075062,35.24199775413121
4062,1012208,1056156,1056156,2917 N SHERMAN DR,INDIANAPOLIS,222387,1,-86.76535723901782,35.241997723733036
4063,1019288,1053218,1053218,2418 COLUMBIA AVE,INDIANAPOLIS,7523,1,-86.76535389075062,35.24199775413121
4064,1275657,9019762,9019762,958 N WARMAN AVE,INDIANAPOLIS,11404,1,-86.76535389075062,35.24199775413121
4065,1068910,1017994,1017994,1803 S MERIDIAN ST,INDIANAPOLIS,57365,1,-86.76535389075062,35.24199775413121
4066,1018974,1017506,1017506,2433 GUILFORD AVE,INDIANAPOLIS,156209,0,-86.76535389075062,35.24199775413121
4067,1070786,1010701,1010701,2044 LAUREL ST,INDIANAPOLIS,45883,0,-86.76535389075062,35.24199775413121
4068,1283986,9001827,9001827,7105 MORTWOOD ST,INDIANAPOLIS,4378,0,-86.76535389075062,35.24199775413121
4069,1200622,7009731,7009731,6101 E WASHINGTON ST,INDIANAPOLIS,210557,1,-86.76535723901782,35.241997723733036
4070,1179632,7004121,7004121,3305 N DOWNEY AVE,INDIANAPOLIS,115588,1,-86.76535389075062,35.24199775413121
4071,1190443,7017310,7017310,5468 E 16TH ST,INDIANAPOLIS,94614,0,-86.76535389075062,35.24199775413121
4072,1127987,5013262,5013262,1143 MARTIN ST,INDIANAPOLIS,74315,1,-86.76535723901782,35.241997723733036
4073,1295390,9001552,9001552,4613 W CAVEN ST,INDIANAPOLIS,112137,0,-86.76535389075062,35.24199775413121
4074,1383012,1104645,1104645,721 N CLEVELAND ST,INDIANAPOLIS,308297,1,-86.76535723901782,35.241997723733036
4075,1019076,1055069,1055069,2426 HOVEY ST,INDIANAPOLIS,291458,1,-86.76535389075062,35.24199775413121
4076,1060863,1079378,1079378,2139 PROSPECT ST,INDIANAPOLIS,213017,1,-86.76535389075062,35.24199775413121
4077,1000074,1084294,1084294,1802 E 37TH ST,INDIANAPOLIS,156700,1,-86.76535389075062,35.24199775413121
4078,1049602,1058122,1058122,35 S LASALLE ST,INDIANAPOLIS,301415,1,-86.76535389075062,35.24199775413121
4079,1167034,6003095,6003095,5539 W 56TH ST,INDIANAPOLIS,320527,0,-86.76535389075062,35.24199775413121
4080,1017639,1033649,1033649,1235 W 26TH ST,INDIANAPOLIS,172362,0,-86.76535389075062,35.24199775413121
4081,1006889,1091328,1091328,3156 EASTERN AVE,INDIANAPOLIS,59169,1,-86.76535389075062,35.24199775413121
4082,1251103,8016158,8016158,4047 BOULEVARD PL,INDIANAPOLIS,93859,0,-86.76535389075062,35.24199775413121
4083,1127085,4010575,4010575,3934 BARNOR DR,INDIANAPOLIS,239507,0,-86.76535389075062,35.24199775413121
4084,1000384,1060804,1060804,3633 N EUCLID AVE,INDIANAPOLIS,162820,1,-86.76535723901782,35.241997723733036
4085,1017278,1036378,1036378,1008 W 26TH ST,INDIANAPOLIS,221443,1,-86.76535389075062,35.24199775413121
4086,1133917,5008043,5008043,4105 WEAVER AVE,INDIANAPOLIS,224723,1,-86.76535389075062,35.24199775413121
4087,1049507,1075748,1075748,44 S CHESTER AVE,INDIANAPOLIS,163083,0,-86.76535389075062,35.24199775413121
4088,1286349,9023304,9023304,501 S HOLMES AVE,INDIANAPOLIS,294730,0,-86.76535389075062,35.24199775413121
4089,1040090,1080104,1080104,805 N LINWOOD AVE,INDIANAPOLIS,262860,1,-86.76535389075062,35.24199775413121
4090,1204382,7012177,7012177,5709 SHIMER AVE,INDIANAPOLIS,94722,0,-86.76535389075062,35.24199775413121
4091,1028527,1047506,1047506,4513 E 18TH ST,INDIANAPOLIS,326145,0,-86.76535389075062,35.24199775413121
4092,1003742,1084673,1084673,2040 E 34TH ST,INDIANAPOLIS,187617,0,-86.76535389075062,35.24199775413121
4093,1046048,1003086,1003086,3720 E MARKET ST,INDIANAPOLIS,286737,1,-86.76535389075062,35.24199775413121
4094,1070332,1049284,1049284,72 SCHILLER ST,INDIANAPOLIS,242958,0,-86.76535389075062,35.24199775413121
4095,1184278,7023278,7023278,2323 N KITLEY AVE,INDIANAPOLIS,76542,0,-86.76535389075062,35.24199775413121
4096,1043630,1041676,1041676,1908 W VERMONT ST,INDIANAPOLIS,4141,0,-86.76535389075062,35.24199775413121
4097,1043842,1053330,1053330,422 N OAKLAND AVE,INDIANAPOLIS,175875,0,-86.76535389075062,35.24199775413121
4098,1060337,1022842,1022842,1053 HARLAN ST,INDIANAPOLIS,150023,1,-86.76535723901782,35.241997723733036
4099,1024159,1034321,1034321,4119 E 21ST ST,INDIANAPOLIS,77979,0,-86.76535389075062,35.24199775413121
4100,1062448,1068874,1068874,1167 VILLA AVE,INDIANAPOLIS,315658,0,-86.76535389075062,35.24199775413121
4101,1124944,4016182,4016182,4125 BAKER DR,INDIANAPOLIS,297411,1,-86.76535723901782,35.241997723733036
4102,1004480,1091773,1091773,3327 HOUSTON ST,INDIANAPOLIS,35017,1,-86.76535389075062,35.24199775413121
4103,1042488,1007302,1007302,506 N BEVILLE AVE,INDIANAPOLIS,180247,0,-86.76535389075062,35.24199775413121
4104,1280347,9013063,9013063,4042 W VERMONT ST,INDIANAPOLIS,9723,0,-86.76535389075062,35.24199775413121
4105,1320909,1055953,1055953,1948 W VERMONT ST,INDIANAPOLIS,28691,1,-86.76535389075062,35.24199775413121
4106,1017883,1026699,1026699,2502 N COLLEGE AVE,INDIANAPOLIS,160295,1,-86.76535389075062,35.24199775413121
4107,1009668,1091542,1091542,3021 N TACOMA AVE,INDIANAPOLIS,338198,0,-86.76535389075062,35.24199775413121
4108,1092654,3002429,3002429,7647 SWAILS ST,INDIANAPOLIS,9773,1,-86.76535389075062,35.24199775413121
4109,1077327,1082023,1082023,2821 DRAPER ST,INDIANAPOLIS,319773,0,-86.76535389075062,35.24199775413121
4110,1278625,9027307,9027307,543 N LIVINGSTON AVE,INDIANAPOLIS,326264,1,-86.76535389075062,35.24199775413121
4111,1195577,7006977,7006977,902 N GIBSON AVE,INDIANAPOLIS,182427,0,-86.76535389075062,35.24199775413121
4112,1015252,1032093,1032093,2719 ETHEL AVE,INDIANAPOLIS,323046,0,-86.76535389075062,35.24199775413121
4113,1044605,1003450,1003450,430 N WALCOTT ST,INDIANAPOLIS,333773,1,-86.76535723901782,35.241997723733036
4114,1377459,1103899,1103899,1102 TECUMSEH ST,INDIANAPOLIS,193967,1,-86.76535389075062,35.24199775413121
4115,1319705,9020587,9020587,1128 N BELMONT AVE,INDIANAPOLIS,210946,1,-86.76535723901782,35.241997723733036
4116,1016585,1008835,1008835,2546 COLUMBIA AVE,INDIANAPOLIS,302325,1,-86.76535389075062,35.24199775413121
4117,1025008,1017766,1017766,2026 N LASALLE ST,INDIANAPOLIS,255869,1,-86.76535723901782,35.241997723733036
4118,1249166,8017115,8017115,4244 CRITTENDEN AVE,INDIANAPOLIS,287373,0,-86.76535389075062,35.24199775413121
4119,1309836,8049979,8049979,2235 HIDDEN ORCHARD CT,INDIANAPOLIS,198234,0,-86.76535389075062,35.24199775413121
4120,1265790,9028261,9028261,2042 WINFIELD AVE,INDIANAPOLIS,277635,1,-86.76535389075062,35.24199775413121
4121,1054585,1025733,1025733,769 FLETCHER AVE,INDIANAPOLIS,75641,1,-86.76535389075062,35.24199775413121
4122,1009568,1078472,1078472,3027 GUILFORD AVE,INDIANAPOLIS,214496,1,-86.76535723901782,35.241997723733036
4123,1055475,1086654,1086654,1648 SPANN AVE,INDIANAPOLIS,293900,1,-86.76535389075062,35.24199775413121
