OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,NaN,NaN
3955,1027416,1045310,1045310,1830 HOLLOWAY AVE,INDIANAPOLIS,84112,1,-86.76535723901782,35.241997723733036
3956,1012558,1041027,1041027,2900 N SHERMAN DR,INDIANAPOLIS,267308,1,-86.76535723901782,35.241997723733036
3957,1013962,1008270,1008270,2824 N GALE ST,INDIANAPOLIS,198855,1,-86.76535389075062,35.24199775413121
3958,1016664,1065806,1065806,1109 ROACHE ST,INDIANAPOLIS,276481,0,-86.76535389075062,35.24199775413121
3959,1062298,1054460,1054460,1221 S REISNER ST,INDIANAPOLIS,239921,1,-86.76535389075062,35.24199775413121
3960,1029825,1052443,1052443,1615 BELLEFONTAINE ST,INDIANAPOLIS,95606,0,-86.76535389075062,35.24199775413121
3961,1286468,9027131,9027131,220 S GIRLS SCHOOL RD,INDIANAPOLIS,314237,0,-86.76535389075062,35.24199775413121
3962,1199268,7010546,7010546,5626 LOWELL AVE,INDIANAPOLIS,238704,0,-86.76535389075062,35.24199775413121
3963,1125207,4010492,4010492,4136 N SHERIDAN AVE,INDIANAPOLIS,311477,1,-86.76535389075062,35.24199775413121
3964,1017717,1022432,1022432,2516 N GALE ST,INDIANAPOLIS,118718,1,-86.76535389075062,35.24199775413121
3965,1041998,1030124,1030124,519 N BRADLEY AVE,INDIANAPOLIS,293430,0,-86.76535389075062,35.24199775413121
3966,1022574,1059172,1059172,2212 CARROLLTON AVE,INDIANAPOLIS,114323,0,-86.76535389075062,35.24199775413121
3967,1012778,1043416,1043416,2864 ADAMS ST,INDIANAPOLIS,29345,0,-86.76535389075062,35.24199775413121
3968,1005866,1013005,1013005,3302 GRACELAND AVE,INDIANAPOLIS,11728,0,-86.76535389075062,35.24199775413121
3969,1006130,1060335,1060335,1315 W 34TH ST,INDIANAPOLIS,120233,0,-86.76535389075062,35.24199775413121
3970,1022113,1049878,1049878,2229 CARROLLTON AVE,INDIANAPOLIS,12563,1,-86.76535389075062,35.24199775413121
3971,1037095,1041271,1041271,948 N BRADLEY AVE,INDIANAPOLIS,273645,1,-86.76535389075062,35.24199775413121
3972,1018058,1034095,1034095,2511 N HARDING ST,INDIANAPOLIS,279406,0,-86.76535389075062,35.24199775413121
3973,1320828,1078159,1078159,1940 WILCOX ST,INDIANAPOLIS,288821,0,-86.76535389075062,35.24199775413121
3974,1039223,1066957,1066957,835 N GRAY ST,INDIANAPOLIS,14111,1,-86.76535389075062,35.24199775413121
3975,1008922,1022667,1022667,1107 CONGRESS AVE,INDIANAPOLIS,98739,1,-86.76535389075062,35.24199775413121
3976,1006152,1075393,1075393,1431 W 34TH ST,INDIANAPOLIS,167605,0,-86.76535389075062,35.24199775413121
3977,1000085,1089111,1089111,3637 STATION ST,INDIANAPOLIS,81385,1,-86.76535389075062,35.24199775413121
3978,1024325,1088316,1088316,2054 ADAMS ST,INDIANAPOLIS,342888,1,-86.76535723901782,35.241997723733036
3979,1008283,1062950,1062950,3105 N COLORADO AVE,INDIANAPOLIS,269994,1,-86.76535389075062,35.24199775413121
3980,1179885,7004661,7004661,3209 N LAYMAN AVE,INDIANAPOLIS,59871,1,-86.76535389075062,35.24199775413121
3981,1017042,1050663,1050663,1014 W 26TH ST,INDIANAPOLIS,133321,0,-86.76535389075062,35.24199775413121
3982,1042905,1074324,1074324,433 N BRADLEY AVE,INDIANAPOLIS,22266,1,-86.76535723901782,35.241997723733036
3983,1025268,1088666,1088666,2012 GLENRIDGE DR,INDIANAPOLIS,160844,0,-86.76535389075062,35.24199775413121
3984,1023153,1028501,1028501,11 W 22ND ST,INDIANAPOLIS,211028,1,-86.76535723901782,35.241997723733036
3985,1251791,8012301,8012301,4008 GRACELAND AVE,INDIANAPOLIS,166997,1,-86.76535389075062,35.24199775413121
3986,1002030,1024014,1024014,3511 FOREST MANOR AVE,INDIANAPOLIS,122183,0,-86.76535389075062,35.24199775413121
3987,1005827,1059835,1059835,3282 HOVEY ST,INDIANAPOLIS,150797,0,-86.76535389075062,35.24199775413121
3988,1008463,1004198,1004198,1330 CONGRESS AVE,INDIANAPOLIS,49726,0,-86.76535389075062,35.24199775413121
3989,1063171,1061562,1061562,1317 CHARLES ST,INDIANAPOLIS,53955,0,-86.76535389075062,35.24199775413121
3990,1007717,1032481,1032481,3125 N GLADSTONE AVE,INDIANAPOLIS,241613,0,-86.76535389075062,35.24199775413121
3991,1309869,4009014,4009014,4386 N AUDUBON RD,INDIANAPOLIS,60706,0,-86.76535389075062,35.24199775413121
3992,1000616,1070210,1070210,2322 E 36TH ST,INDIANAPOLIS,239308,1,-86.7653572019646,35.24199497683567
3993,1272017,9016864,9016864,1315 N SOMERSET AVE,INDIANAPOLIS,163524,0,-86.76535389075062,35.24199775413121
3994,1178081,7029890,7029890,3426 LOMBARDY PL,INDIANAPOLIS,294810,1,-86.76535389075062,35.24199775413121
3995,1014067,1051277,1051277,555 UDELL ST,INDIANAPOLIS,210088,1,-86.76535723901782,35.241997723733036
3996,1032955,1053572,1053572,1318 N KEYSTONE AVE,INDIANAPOLIS,77909,1,-86.76535389075062,35.24199775413121
3997,1178851,7037221,7037221,10544 MOQUI CT,INDIANAPOLIS,329633,1,-86.76535389075062,35.24199775413121
3998,1245108,8019072,8019072,4630 RALSTON AVE,INDIANAPOLIS,73771,0,-86.76535389075062,35.24199775413121
3999,1068951,1098585,1098585,1838 DAYTON AVE,INDIANAPOLIS,240245,1,-86.76535389075062,35.24199775413121
4000,1325607,1001754,1001754,606 E TROY AVE,INDIANAPOLIS,21548,0,-86.76535389075062,35.24199775413121
4001,1047450,1003512,1003512,239 N STATE AVE,INDIANAPOLIS,90050,0,-86.76535389075062,35.24199775413121
4002,1229764,8040446,8040446,6124 WOODSIDE DR,INDIANAPOLIS,134000,0,-86.76535389075062,35.24199775413121
4003,1019547,1057479,1057479,2401 WHEELER ST,INDIANAPOLIS,11309,0,-86.76535389075062,35.24199775413121
4004,1009996,1074640,1074640,3506 E 30TH ST,INDIANAPOLIS,340206,1,-86.76535723901782,35.241997723733036
4005,1191512,7019561,7019561,1424 N SHERIDAN AVE,INDIANAPOLIS,9833,1,-86.76535389075062,35.24199775413121
4006,1025361,1060512,1060512,2948 BROOKSIDE AVE,INDIANAPOLIS,100459,1,-86.76535389075062,35.24199775413121
4007,1007747,1023550,1023550,3134 N PARK AVE,INDIANAPOLIS,1626,0,-86.76535389075062,35.24199775413121
4008,1119145,4011123,4011123,5230 DANIEL DR,INDIANAPOLIS,159981,1,-86.76535389075062,35.24199775413121
4009,1012390,1053073,1053073,1050 W 29TH ST,INDIANAPOLIS,202219,0,-86.76535389075062,35.24199775413121
4010,1319673,1034357,1034357,1215 N BANCROFT ST,INDIANAPOLIS,271830,0,-86.76535389075062,35.24199775413121
4011,1006726,1093023,1093023,3203 BROUSE AVE,INDIANAPOLIS,80884,0,-86.76535389075062,35.24199775413121
4012,1017168,1065325,1065325,2528 N OLNEY ST,INDIANAPOLIS,69255,0,-86.76535389075062,35.24199775413121
4013,1032610,1043325,1043325,1331 N PARKER AVE,INDIANAPOLIS,14051,1,-86.76535389075062,35.24199775413121
4014,1068865,1048529,1048529,1831 SINGLETON ST,INDIANAPOLIS,261999,1,-86.76535389075062,35.24199775413121
4015,1162599,6004993,6004993,6450 GUION RD,INDIANAPOLIS,12748,1,-86.76535723901782,35.241997723733036
4016,1026719,1082336,1082336,1930 CORNELL AVE,INDIANAPOLIS,212662,1,-86.76535723901782,35.241997723733036
4017,1279866,9019190,9019190,434 N TIBBS AVE,INDIANAPOLIS,320157,1,-86.76535389075062,35.24199775413121
4018,1033524,1051704,1051704,1301 N EWING ST,INDIANAPOLIS,294770,1,-86.76535723901782,35.241997723733036
4019,1026437,1010723,1010723,1930 N LASALLE ST,INDIANAPOLIS,41469,0,-86.76535389075062,35.24199775413121
4020,1045338,1015120,1015120,309 N TACOMA AVE,INDIANAPOLIS,284977,1,-86.76535389075062,35.24199775413121
4021,1270135,9003508,9003508,3608 W 16TH ST,INDIANAPOLIS,234984,1,-86.76535389075062,35.24199775413121
4022,1039485,1042171,1042171,813 N KEYSTONE AVE,INDIANAPOLIS,115966,1,-86.76535389075062,35.24199775413121
4023,1059484,1066853,1066853,1256 STANDARD AVE,INDIANAPOLIS,137310,0,-86.76535389075062,35.24199775413121
4024,1031374,1015665,1015665,1513 COLUMBIA AVE,INDIANAPOLIS,328829,1,-86.76535389075062,35.24199775413121
4025,1285796,9000505,9000505,331 ROBTON ST,INDIANAPOLIS,226445,1,-86.76535389075062,35.24199775413121
4026,1279979,9024156,9024156,422 N GOODLET AVE,INDIANAPOLIS,2025,1,-86.76535389075062,35.24199775413121
4027,1015982,1078066,1078066,2636 ETHEL AVE,INDIANAPOLIS,280459,1,-86.76535389075062,35.24199775413121
4028,1072353,1021152,1021152,1715 E KELLY ST,INDIANAPOLIS,52252,0,-86.76535389075062,35.24199775413121
4029,1027491,1010195,1010195,1837 HOLLOWAY AVE,INDIANAPOLIS,24778,1,-86.76535723901782,35.241997723733036
4030,1182946,7024681,7024681,2541 AURIE DR,INDIANAPOLIS,164085,0,-86.76535389075062,35.24199775413121
4031,1070886,1040400,1040400,45 E LEGRANDE AVE,INDIANAPOLIS,135195,0,-86.76535389075062,35.24199775413121
4032,1047463,1057166,1057166,205 EASTERN AVE,INDIANAPOLIS,5816,0,-86.76535389075062,35.24199775413121
4033,1186939,7018053,7018053,5414 E 20TH ST,INDIANAPOLIS,136177,0,-86.76535389075062,35.24199775413121
4034,1019133,1042557,1042557,2401 ADAMS ST,INDIANAPOLIS,28467,1,-86.76535389075062,35.24199775413121
4035,1007641,1016588,1016588,3124 N COLORADO AVE,INDIANAPOLIS,220036,1,-86.76535723901782,35.241997723733036
4036,1021098,1081867,1081867,2321 N CAPITOL AVE,INDIANAPOLIS,128002,0,-86.76535389075062,35.24199775413121
4037,1248122,8023246,8023246,215 W 44TH ST,INDIANAPOLIS,177437,0,-86.76535389075062,35.24199775413121
4038,1316370,1085474,1085474,3730 N LINWOOD AVE,INDIANAPOLIS,195914,0,-86.76535389075062,35.24199775413121
4039,1180945,7019368,7019368,9505 E 30TH ST,INDIANAPOLIS,231972,1,-86.76535389075062,35.24199775413121
4040,1325890,5006484,5006484,2515 E TROY AVE,INDIANAPOLIS,36678,0,-86.76535389075062,35.24199775413121
4041,1046764,1087829,1087829,58 N KEALING AVE,INDIANAPOLIS,91658,0,-86.76535389075062,35.24199775413121
4042,1026538,1058683,1058683,2043 ROOSEVELT AVE,INDIANAPOLIS,248219,1,-86.76535723901782,35.241997723733036
4043,1027643,1020149,1020149,1829 N RURAL ST,INDIANAPOLIS,241580,0,-86.76535389075062,35.24199775413121
4044,1000510,1085526,1085526,3622 N COLORADO AVE,INDIANAPOLIS,311623,1,-86.76535389075062,35.24199775413121
4045,1047281,1060595,1060595,28 N GLADSTONE AVE,INDIANAPOLIS,227285,0,-86.76535389075062,35.24199775413121
4046,1180368,7035375,7035375,3049 PAWNEE DR,INDIANAPOLIS,223169,0,-86.76535389075062,35.24199775413121
4294,1025280,1083338,1083338,2028 FERNWAY ST,INDIANAPOLIS,161356,1,-86.76535723901782,35.241997723733036
4295,1007851,1039188,1039188,949 W 32ND ST,INDIANAPOLIS,48293,1,-86.76535389075062,35.24199775413121
4296,1286612,9045944,9045944,502 HARRIS AVE,INDIANAPOLIS,121453,0,-86.76535389075062,35.24199775413121
4297,1174596,6006235,6006235,4032 SHERLOCK DR,INDIANAPOLIS,1773,0,-86.76535389075062,35.24199775413121
4298,1295369,9009395,9009395,5018 W NAOMI ST,INDIANAPOLIS,195561,1,-86.76535723901782,35.241997723733036
4299,1026959,1063380,1063380,1910 N EUCLID AVE,INDIANAPOLIS,175242,0,-86.76535389075062,35.24199775413121
4300,1052771,1053475,1053475,237 S RANDOLPH ST,INDIANAPOLIS,82233,1,-86.76535389075062,35.24199775413121
4301,1004123,1009166,1009166,1931 E 34TH ST,INDIANAPOLIS,251931,1,-86.76535723901782,35.241997723733036
4302,1018464,1011755,1011755,733 W 25TH ST,INDIANAPOLIS,225786,1,-86.76535389075062,35.24199775413121
4303,1282946,9017728,9017728,2602 W WASHINGTON ST,INDIANAPOLIS,109885,1,-86.76535723901782,35.241997723733036
4304,1003749,1082731,1082731,2004 E 34TH ST,INDIANAPOLIS,225202,1,-86.76535389075062,35.24199775413121
4305,1008534,1001883,1001883,3116 RUCKLE ST,INDIANAPOLIS,172992,0,-86.76535389075062,35.24199775413121
4306,1043425,1056135,1056135,415 N BRADLEY AVE,INDIANAPOLIS,27232,1,-86.76535389075062,35.24199775413121
4307,1180357,7017173,7017173,3111 N BOLTON AVE,INDIANAPOLIS,323249,1,-86.76535389075062,35.24199775413121
4308,1013263,1059388,1059388,642 UDELL ST,INDIANAPOLIS,46702,1,-86.76535389075062,35.24199775413121
4309,1013419,1091004,1091004,1522 UDELL ST,INDIANAPOLIS,140303,0,-86.76535389075062,35.24199775413121
4310,1011259,1054341,1054341,2946 N DENNY ST,INDIANAPOLIS,19072,1,-86.76535723901782,35.241997723733036
4311,1251025,8017146,8017146,125 W 41ST ST,INDIANAPOLIS,29552,0,-86.76535389075062,35.24199775413121
4312,1004810,1028957,1028957,1434 W 35TH ST,INDIANAPOLIS,290044,0,-86.76535389075062,35.24199775413121
4313,1000460,1067214,1067214,3625 N DEARBORN ST,INDIANAPOLIS,36292,0,-86.76535389075062,35.24199775413121
4314,1041325,1007992,1007992,622 N BOSART AVE,INDIANAPOLIS,151553,1,-86.76535389075062,35.24199775413121
4315,1265415,9028343,9028343,2106 SHARON AVE,INDIANAPOLIS,257295,1,-86.76535389075062,35.24199775413121
4316,1199151,7008429,7008429,5614 LOWELL AVE,INDIANAPOLIS,152953,0,-86.76535389075062,35.24199775413121
4317,1292491,9011460,9011460,1238 INGOMAR ST,INDIANAPOLIS,293394,1,-86.76535389075062,35.24199775413121
4318,1012431,1037146,1037146,1222 W 29TH ST,INDIANAPOLIS,311035,1,-86.76535389075062,35.24199775413121
4319,1316123,1031719,1031719,3734 HILLSIDE AVE,INDIANAPOLIS,50516,1,-86.76535389075062,35.24199775413121
4320,1270829,9023687,9023687,1441 N CONCORD ST,INDIANAPOLIS,306907,0,-86.76535389075062,35.24199775413121
4321,1046021,1054177,1054177,250 N OAKLAND AVE,INDIANAPOLIS,92344,0,-86.76535389075062,35.24199775413121
4322,1276062,9020125,9020125,939 N TIBBS AVE,INDIANAPOLIS,239340,1,-86.76535389075062,35.24199775413121
4323,1179918,7031938,7031938,5332 MASSACHUSETTS AVE,INDIANAPOLIS,185742,1,-86.76535723901782,35.241997723733036
4324,1046017,1033397,1033397,253 N OXFORD ST,INDIANAPOLIS,195278,0,-86.76535389075062,35.24199775413121
4325,1063415,1089539,1089539,1335 S GRANT AVE,INDIANAPOLIS,126503,1,-86.76535389075062,35.24199775413121
4326,1041518,1051373,1051373,550 N TACOMA AVE,INDIANAPOLIS,53974,0,-86.76535389075062,35.24199775413121
4327,1025224,1025866,1025866,2009 N HARDING ST,INDIANAPOLIS,236414,0,-86.76535389075062,35.24199775413121
4328,1246603,8009681,8009681,4501 CRITTENDEN AVE,INDIANAPOLIS,299360,0,-86.76535389075062,35.24199775413121
4329,1006924,1056674,1056674,3172 N GALE ST,INDIANAPOLIS,45308,1,-86.76535389075062,35.24199775413121
4330,1011738,1012455,1012455,2927 N GALE ST,INDIANAPOLIS,272566,1,-86.76535389075062,35.24199775413121
4331,1041659,1004798,1004798,533 N KEYSTONE AVE,INDIANAPOLIS,169427,0,-86.76535389075062,35.24199775413121
4332,1044226,1057737,1057737,1609 W VERMONT ST,INDIANAPOLIS,245835,1,-86.76535389075062,35.24199775413121
4333,1023298,1084956,1084956,2162 DEXTER ST,INDIANAPOLIS,221031,0,-86.76535389075062,35.24199775413121
4334,1003735,1015500,1015500,2146 E 34TH ST,INDIANAPOLIS,342884,1,-86.76535389075062,35.24199775413121
4335,1011735,1003317,1003317,2929 STUART ST,INDIANAPOLIS,188013,1,-86.76535389075062,35.24199775413121
4336,1011238,1046459,1046459,2950 N COLORADO AVE,INDIANAPOLIS,28756,1,-86.76535389075062,35.24199775413121
4337,1035591,1008488,1008488,1034 SHANNON AVE,INDIANAPOLIS,108248,1,-86.76535389075062,35.24199775413121
4338,1017136,1040665,1040665,3409 E 26TH ST,INDIANAPOLIS,249881,0,-86.76535389075062,35.24199775413121
4339,1058761,1025796,1025796,1039 ELM ST,INDIANAPOLIS,145092,0,-86.76535389075062,35.24199775413121
4340,1313323,4014487,4014487,3821 MONICA CT,INDIANAPOLIS,333048,1,-86.76535389075062,35.24199775413121
4341,1124870,4016181,4016181,4135 BAKER DR,INDIANAPOLIS,4860,0,-86.76535389075062,35.24199775413121
4342,1011531,1057033,1057033,2925 N TACOMA AVE,INDIANAPOLIS,72736,0,-86.76535389075062,35.24199775413121
4343,1015738,1031977,1031977,1423 W 27TH ST,INDIANAPOLIS,2494,0,-86.76535389075062,35.24199775413121
4344,1211344,8037008,8037008,8827 ELRICO DR,INDIANAPOLIS,1093,0,-86.76535389075062,35.24199775413121
4345,1277305,9023734,9023734,721 N TREMONT ST,INDIANAPOLIS,100058,0,-86.76535389075062,35.24199775413121
4346,1007956,1089064,1089064,3132 STATION ST,INDIANAPOLIS,113243,0,-86.76535389075062,35.24199775413121
4347,1267748,9014534,9014534,1744 N BERWICK AVE,INDIANAPOLIS,218525,1,-86.76535389075062,35.24199775413121
4348,1016700,1002999,1002999,801 ROACHE ST,INDIANAPOLIS,49247,0,-86.76535389075062,35.24199775413121
4349,1153406,5027761,5027761,8362 PASO DEL NORTE CT,INDIANAPOLIS,30243,1,-86.76535723901782,35.241997723733036
4350,1024763,1047541,1047541,2029 GENT AVE,INDIANAPOLIS,118734,0,-86.76535389075062,35.24199775413121
4351,1198513,7004566,7004566,149 N POST RD,INDIANAPOLIS,75472,1,-86.76535723901782,35.241997723733036
4352,1008555,1075009,1075009,3121 GUILFORD AVE,INDIANAPOLIS,60584,1,-86.76535389075062,35.24199775413121
4353,1034740,1052404,1052404,1124 N GALE ST,INDIANAPOLIS,264538,1,-86.76535389075062,35.24199775413121
4354,1234345,8003952,8003952,5802 WOODSIDE DR,INDIANAPOLIS,128538,1,-86.76535389075062,35.24199775413121
4355,1024976,1059335,1059335,2030 HOVEY ST,INDIANAPOLIS,271554,1,-86.76535723901782,35.241997723733036
4356,1028827,1081099,1081099,1701 GENT AVE,INDIANAPOLIS,87860,0,-86.76535389075062,35.24199775413121
4357,1294899,9004848,9004848,4845 W MINNESOTA ST,INDIANAPOLIS,138875,1,-86.76535723901782,35.241997723733036
4358,1005197,1074846,1074846,1053 W 35TH ST,INDIANAPOLIS,294052,0,-86.76535389075062,35.24199775413121
4359,1005470,1015810,1015810,614 E 33RD ST,INDIANAPOLIS,85066,0,-86.76535389075062,35.24199775413121
4360,1313536,4015084,4015084,3815 MARSEILLE RD,INDIANAPOLIS,86093,0,-86.76535389075062,35.24199775413121
4361,1066677,1062254,1062254,1612 MINOCQUA ST,INDIANAPOLIS,133951,0,-86.76535389075062,35.24199775413121
4362,1053095,1031534,1031534,1539 BATES ST,INDIANAPOLIS,265145,0,-86.76535389075062,35.24199775413121
4363,1068738,1077177,1077177,1321 LAWTON AVE,INDIANAPOLIS,17557,0,-86.76535389075062,35.24199775413121
4364,1190923,7018822,7018822,6819 E PLEASANT RUN PKWY SDR,INDIANAPOLIS,294714,0,-86.76535389075062,35.24199775413121
4365,1019342,1055021,1055021,877 EDGEMONT AVE,INDIANAPOLIS,151045,1,-86.76535723901782,35.241997723733036
4366,1313658,6006674,6006674,4270 W 38TH ST,INDIANAPOLIS,237883,0,-86.76535389075062,35.24199775413121
4367,1298286,9010975,9010975,2708 S MORELAND AVE,INDIANAPOLIS,133150,0,-86.76535389075062,35.24199775413121
4368,1005500,1033389,1033389,310 E 33RD ST,INDIANAPOLIS,138641,0,-86.76535389075062,35.24199775413121
4369,1058715,1072847,1072847,2230 PLEASANT ST,INDIANAPOLIS,101281,1,-86.76535389075062,35.24199775413121
4370,1275833,9021636,9021636,944 N LIVINGSTON AVE,INDIANAPOLIS,271414,1,-86.76535389075062,35.24199775413121
4371,1196744,7006449,7006449,430 N GIBSON AVE,INDIANAPOLIS,96945,1,-86.76535723901782,35.241997723733036
4372,1012544,1003745,1003745,224 W 29TH ST,INDIANAPOLIS,182185,0,-86.76535389075062,35.24199775413121
4373,1042189,1051683,1051683,524 N TACOMA AVE,INDIANAPOLIS,202290,1,-86.76535389075062,35.24199775413121
4374,1000563,1034549,1034549,3616 N LASALLE ST,INDIANAPOLIS,99070,1,-86.76535723901782,35.241997723733036
4375,1203175,7022878,7022878,401 S KENMORE RD,INDIANAPOLIS,337463,0,-86.76535389075062,35.24199775413121
4376,1320409,1035242,1035242,729 N BELMONT AVE,INDIANAPOLIS,218114,1,-86.76535389075062,35.24199775413121
4377,1008747,1062002,1062002,3056 N EUCLID AVE,INDIANAPOLIS,142199,1,-86.76535723901782,35.241997723733036
4378,1019400,1014578,1014578,1315 EDGEMONT AVE,INDIANAPOLIS,270477,1,-86.76535389075062,35.24199775413121
4379,1018073,1068993,1068993,2511 BOULEVARD PL,INDIANAPOLIS,66889,0,-86.76535389075062,35.24199775413121
4380,1018794,1015462,1015462,958 EDGEMONT AVE,INDIANAPOLIS,64601,0,-86.76535389075062,35.24199775413121
4381,1292618,9008560,9008560,1219 S TIBBS AVE,INDIANAPOLIS,10057,0,-86.76535389075062,35.24199775413121
4382,1003023,1082227,1082227,3438 CAROLINE AVE,INDIANAPOLIS,131350,0,-86.76535389075062,35.24199775413121
4383,1015152,1079690,1079690,934 W 27TH ST,INDIANAPOLIS,323619,0,-86.76535389075062,35.24199775413121
4384,1274401,9022012,9022012,1045 N BELLEVIEW PL,INDIANAPOLIS,240519,1,-86.76535389075062,35.24199775413121
4385,1035098,1038329,1038329,1105 N DEARBORN ST,INDIANAPOLIS,5806,0,-86.76535389075062,35.24199775413121
4386,1200515,7012016,7012016,6101 E WASHINGTON ST,INDIANAPOLIS,225244,1,-86.76535723901782,35.241997723733036
4387,1246102,8023450,8023450,4535 EVANSTON AVE,INDIANAPOLIS,159557,0,-86.76535389075062,35.24199775413121
4388,1017591,1023724,1023724,763 W 26TH ST,INDIANAPOLIS,329072,0,-86.76535389075062,35.24199775413121
4389,1031725,1062802,1062802,1407 N OLNEY ST,INDIANAPOLIS,331132,1,-86.76535389075062,35.24199775413121
4390,1271972,9016546,9016546,1317 SHARON AVE,INDIANAPOLIS,74111,0,-86.76535389075062,35.24199775413121
4391,1047024,1008955,1008955,218 N OAKLAND AVE,INDIANAPOLIS,107771,1,-86.76535389075062,35.24199775413121
4392,1204544,7016604,7016604,5920 SHIMER AVE,INDIANAPOLIS,210716,0,-86.76535389075062,35.24199775413121
4393,1284827,9017703,9017703,220 S WARMAN AVE,INDIANAPOLIS,212329,0,-86.76535389075062,35.24199775413121
4394,1018474,1040390,1040390,485 W 25TH ST,INDIANAPOLIS,237630,0,-86.76535389075062,35.24199775413121
4395,1003308,1027822,1027822,3424 N SHERMAN DR,INDIANAPOLIS,116309,0,-86.76535389075062,35.24199775413121
4396,1013807,1068391,1068391,1037 UDELL ST,INDIANAPOLIS,246904,1,-86.76535389075062,35.24199775413121
4397,1251437,8020074,8020074,4014 CARROLLTON AVE,INDIANAPOLIS,159903,1,-86.76535723901782,35.241997723733036
4398,1180129,7017142,7017142,3132 CAMPBELL AVE,INDIANAPOLIS,119369,0,-86.76535389075062,35.24199775413121
4399,1029859,1011179,1011179,1618 N RURAL ST,INDIANAPOLIS,3681,1,-86.76535389075062,35.24199775413121
4400,1280120,9019558,9019558,407 N WARMAN AVE,INDIANAPOLIS,260898,1,-86.76535723901782,35.241997723733036
4401,1282458,9022110,9022110,59 N ADDISON ST,INDIANAPOLIS,33301,1,-86.76535389075062,35.24199775413121
4402,1317353,1035431,1035431,532 E 37TH ST,INDIANAPOLIS,239740,0,-86.76535389075062,35.24199775413121
4403,1045014,1065163,1065163,322 N FOREST AVE,INDIANAPOLIS,102578,1,-86.76535389075062,35.24199775413121
4404,1271390,9020119,9020119,1420 N WARMAN AVE,INDIANAPOLIS,190211,1,-86.76535389075062,35.24199775413121
4405,1312217,4015118,4015118,3867 RICHELIEU RD,INDIANAPOLIS,91103,1,-86.76535389075062,35.24199775413121
4406,1225945,8033136,8033136,1919 E 66TH ST,INDIANAPOLIS,38262,0,-86.76535389075062,35.24199775413121
4407,1200863,7011959,7011959,24 JOHNSON AVE,INDIANAPOLIS,36726,1,-86.76535389075062,35.24199775413121
4408,1040870,1015563,1015563,610 N OXFORD ST,INDIANAPOLIS,293585,0,-86.76535389075062,35.24199775413121
4409,1012008,1074609,1074609,2921 BOULEVARD PL,INDIANAPOLIS,125879,0,-86.76535389075062,35.24199775413121
4410,1038530,1014038,1014038,845 N RURAL ST,INDIANAPOLIS,190776,1,-86.76535389075062,35.24199775413121
4411,1027429,1074604,1074604,1910 VALLEY AVE,INDIANAPOLIS,290125,1,-86.76535723901782,35.241997723733036
4412,1176774,7026283,7026283,9136 E 36TH ST,INDIANAPOLIS,46640,1,-86.76535389075062,35.24199775413121
4413,1035972,1043215,1043215,4432 E 10TH ST,INDIANAPOLIS,98178,1,-86.76535389075062,35.24199775413121
4414,1068768,1007304,1007304,1825 OLIVE ST,INDIANAPOLIS,66898,0,-86.76535389075062,35.24199775413121
4415,1056356,1062745,1062745,1140 FLETCHER AVE,INDIANAPOLIS,59775,0,-86.76535389075062,35.24199775413121
4416,1041626,1079850,1079850,604 N BRADLEY AVE,INDIANAPOLIS,156308,1,-86.76535389075062,35.24199775413121
4417,1275715,9021194,9021194,952 ARNOLDA AVE,INDIANAPOLIS,57295,0,-86.76535389075062,35.24199775413121
4418,1250675,8011504,8011504,4132 N COLLEGE AVE,INDIANAPOLIS,270001,0,-86.76535389075062,35.24199775413121
4419,1222594,8024163,8024163,1508 E 72ND ST,INDIANAPOLIS,140959,1,-86.76535389075062,35.24199775413121
4420,1178463,7015969,7015969,6430 E 34TH ST,INDIANAPOLIS,66787,1,-86.76535723901782,35.241997723733036
4421,1026183,1044113,1044113,1944 N OLNEY ST,INDIANAPOLIS,149308,1,-86.76535389075062,35.24199775413121
4422,1039691,1048986,1048986,807 EASTERN AVE,INDIANAPOLIS,214595,0,-86.76535389075062,35.24199775413121
4423,1356936,5041946,5041946,3024 PERCHERON LN,INDIANAPOLIS,80993,1,-86.76535723901782,35.241997723733036
4424,1323148,9017766,9017766,2122 CONRAD AVE,INDIANAPOLIS,190570,0,-86.76535389075062,35.24199775413121
4425,1287441,9014156,9014156,7329 W HENRY ST,INDIANAPOLIS,314324,0,-86.76535389075062,35.24199775413121
4426,1022389,1072112,1072112,470 FALL CREEK BLVD,INDIANAPOLIS,339495,0,-86.76535389075062,35.24199775413121
4427,1270745,9026409,9026409,1539 N GOODLET AVE,INDIANAPOLIS,17150,1,-86.76535723901782,35.241997723733036
4428,1093413,3000007,3000007,11058 VIRGIL ST,INDIANAPOLIS,337929,0,-86.76535389075062,35.24199775413121
4429,1032941,1070585,1070585,1314 N PARKER AVE,INDIANAPOLIS,51629,1,-86.76535389075062,35.24199775413121
4430,1036370,1042676,1042676,3317 E 10TH ST,INDIANAPOLIS,331972,0,-86.76535389075062,35.24199775413121
4431,1061563,1042340,1042340,1130 TROWBRIDGE ST,INDIANAPOLIS,329680,0,-86.76535389075062,35.24199775413121
4432,1035060,1064691,1064691,4018 E 11TH ST,INDIANAPOLIS,147449,0,-86.76535389075062,35.24199775413121
4433,1281646,9021729,9021729,245 N HOLMES AVE,INDIANAPOLIS,159098,1,-86.76535389075062,35.24199775413121
